Rol,Caratulado,Fecha Sentencia,Materia,Submateria,Descriptores,Sala,Resultado Recurso,Tipo Recurso,Enlace Sentencia
Rol: 97792-2016,Caratulado: COMITE PRODEFENSA DEL PATRIMONIO HISTORICO CULTURAL DE VIÑA DEL MAR CONTRA RES N°1135-2015 DEL COMITE DE MINISTROS(SERVICIO DE EVALUACION AMBIENTAL.TERCERO COADYUVANTE: INMOBILIARIA PUNTA PIQUEROS S.A.),Fecha sentencia: 06-11-2017,Sistema de Evaluación de impacto ambiental (SEIA),Participación ciudadana/consulta indígena,"Normas reguladoras de la prueba, Principio de congruencia, Principio de participación ciudadana, Principio preventivo, Sana crítica, Valoración de la prueba, Ultra petita, Sistema de Evaluación de Impacto Ambiental (SEIA), Comité de Ministros, Derecho ambiental, Aclaraciones, rectificaciones o ampliaciones, Aplicación retroactiva, Área de influencia, Artículo 17 n°6 de la ley 20.600, Artículo 29 de la ley 19.300, Dunas, Estudio de impacto ambiental (EIA), Hotel Punta Piqueros, Inmobiliaria Punta, Modificación sustantiva del proyecto, Paisaje, Participación ciudadana, Peñón Oreja de Burro, Piqueros S.A., Proyecto Hotel Punta Piqueros, Reclamación de participación ciudadana en el SEIA, Riesgo por tsunami, Riesgo sísmico, Tribunal incompetente, Falta de consideraciones de hecho o de derecho que sirven de fundamento a la sentencia","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?c6ls
Rol: 36202-2017,Caratulado: CARRASCO MARTINEZ CATALINA / SUPERINTEBDENCIA DEL AMBIENTE,Fecha sentencia: 06-11-2017,Potestad sancionadora y fiscalizadora,Programa de cumplimiento,"Programa de cumplimiento, Superintendencia del medio ambiente (sma), Alegaciones nuevas, Derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Consorcio Santa Marta S.A., Minera la Florida Limitada, Reclamación en contra de una resolución de la SMA, Sanción y fiscalización, Segundo Tribunal Ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO (M),Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?f3mf
Rol: 24422-2016,Caratulado: MUNICIPALIDAD DE TEMUCO CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 25-10-2017,Potestad sancionadora y fiscalizadora,Multa,"Multa, Non bis in ídem, Razonabilidad del acto administrativo, Criterios para determinar la sanción, Sanción debidamente fundamentada, Reclamación en contra de una resolución de la SMA, Potestad sancionadora y fiscalizadora, Acumulación de sanciones","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?f3ne
Rol: 41790-2016,Caratulado: EMPRESA ELECTRICA CAMPICHE S.A. CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 07-08-2017,Acto administrativo,Publicidad/Notificación,"Ilegalidad, Interesado, Procedimiento sancionatorio, Transparencia, Superintendencia del medio ambiente (sma), Información pública, Información, AES GENER S.A., Ley de Transparencia, Derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Complejo Termoeléctrico Ventanas, Derechos del fiscalizado, Empresa Eléctrica Campiche S.A., Empresa Eléctrica Ventanas S.A., Expediente, Principios, Puchuncaví, Reclamación en contra de una resolución de la SMA, Reserva, Reserva de la información, Sanción y fiscalización, Segundo Tribunal Ambiental","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FONDO, ANULADA SENTENCIA DE (M)",Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?hy1o
Rol: 41790-2016,Caratulado: EMPRESA ELECTRICA CAMPICHE S.A. CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 07-08-2017,Procedimiento administrativo,Publicidad/Notificación,"Ilegalidad, Interesado, Procedimiento sancionatorio, Transparencia, Superintendencia del medio ambiente (sma), Información, AES GENER S.A., Ley de Transparencia, Derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Complejo Termoeléctrico Ventanas, Derechos del fiscalizado, Empresa Eléctrica Campiche S.A., Empresa Eléctrica Ventanas S.A., Principios, Puchuncaví, Reclamación en contra de una resolución de la SMA, Reserva de la información, Sanción y fiscalización, Segundo Tribunal Ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?hy1p
Rol: 38340-2016,Caratulado: EXPORTADORA LOS FIORDOS LTDA. CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 03-08-2017,Potestad sancionadora y fiscalizadora,Multa,"Principio preventivo, Multa por incumplimiento, Superintendencia del medio ambiente (sma), Decaimiento del procedimiento administrativo sancionador, Límite máximo permitido, Presunción de veracidad del acta de fiscalización, Principio precautorio, Sistema de Evaluación de Impacto Ambiental (SEIA), Centros de Engorda de Salmones (CES), Cultivo de salmones, Infracción Resolución de Calificación Ambiental, Inicio del procedimiento de fiscalización, Inicio del procedimiento sancionador, Organismos sectoriales, Reclamación en contra de una resolución de la SMA, Subprograma de fiscalización, Potestad sancionadora y fiscalizadora, Error jurídico de los sentenciadores influye en lo dispositivo del fallo, Actuación de ministro de fe, Servicio nacional de pesca y acuicultura (sernapesca), No denuncia el quebrantamiento o desatención de concreta regla de la sana crítica, Infracción manifiesta de las normas sobre apreciación de la prueba, Mal manejo de la mortalidad existente en centro de cultivo de peces","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FONDO, ANULADA SENTENCIA DE (M)",Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?dpem
Rol: 38340-2016,Caratulado: EXPORTADORA LOS FIORDOS LTDA. CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 03-08-2017,Potestad sancionadora y fiscalizadora,Multa,"Multa, Superintendencia del medio ambiente (sma), Medidas preventivas, Ministros de fe, Resolución de Calificación Ambiental (RCA), Servicio nacional de pesca (sernapesca), Derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Aysén, Bahía Anita, Centros de Engorda de Salmones (CES), Exportadora Los Fiordos Limitada, Producción, Puhuhuapi, Punta Ganso, Punta Paredes, Reclamación en contra de una resolución de la SMA, Reglamento Ambiental de Acuicultura (RAMA), Salmones, Sanción y fiscalización, Smolt, Sociedad Exportadora Los Fiordos Limitada, Tercer Tribunal Ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?dphr
Rol: 83344-2016,Caratulado: CORPORACION PARA EL DESARROLLO DE LA REGION DE LOS RIOS CON MINISTERIO DEL MEDIO AMBIENTE .,Fecha sentencia: 26-07-2017,Normas primarias o secundarias de calidad ambiental y normas de emisión,Motivación,"Falta de motivación de la decisión impugnada, Legitimación activa, Principio de imparcialidad, Ministerio del Medio Ambiente (MMA), Derecho ambiental, Anteproyecto de normas secundarias de calidad ambiental, Artículo 17 n°1 de la ley 20.600, Artículo 50 de la ley 19.300, Celulosa Arauco, Corporación Codeproval, Forestal Calle-Calle, Principios, Reclamación en contra de una norma de calidad y/o emisión, Río Valdivia","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO (M),Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?j1io
Rol: 31176-2016,Caratulado: CORPORACION FISCALIA DEL MEDIO AMBIENTE CON DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACION AMBIENTAL. **,Fecha sentencia: 25-07-2017,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Principio de impugnabilidad, Sistema de evaluación de impacto ambiental, Tribunal Ambiental, Ampliación del plazo, Derecho ambiental, Artículo 17 n°8 de la ley 20.600, Corporación Fiscalía del Medio Ambiente, Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Hidroeléctrica Centinela, Hidroeléctrica El Castillo, Invalidación facultad, Invalidación impropia, Observaciones ciudadanas, Reclamación en contra de la invalidación ambiental, Tercero absoluto","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO (M),Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?g66q
Rol: 58986-2016,Caratulado: SOCIEDAD VINICOLA MIGUEL TORRES S. A. CONTRA SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 17-07-2017,Potestad sancionadora y fiscalizadora,Programa de cumplimiento,"Programa de cumplimiento, Sana crítica, Superintendencia del medio ambiente (sma), Curicó, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Curtiembre Rufino Melero S.A., Ingreso al Sistema de Evaluación de Impacto Ambiental (SEIA), Proyecto complementario denominado Sistema de Neutralización y Depuración de Residuos Industriales Líquidos de Curtiembre Francisco Corta y Compañía Limitada, Proyecto Modificación del Sistema de Neutralización y Depuración de Residuos Industriales Líquidos de Curtiembre Francisco Corta y Compañía Limitada, Reclamación en contra de una resolución de la SMA, Sanción y fiscalización, Segundo Tribunal Ambiental, Sociedad Vinícola Miguel Torres S.A.","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?f3eb
Rol: 45807-2016,Caratulado: MATURANA CRINO LUIS FERNANDO CON DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACION AMBIENTAL.,Fecha sentencia: 06-07-2017,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Sistema de evaluación de impacto ambiental, Plazo de interposición del recurso, Ampliación del plazo, Derecho ambiental, Agrícola Sichahue Limitada, Artículo 17 n°8 de la ley 20.600, Comisión de Evaluación Ambiental de la Región de Los Ríos, Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Piscicultura, Proyecto denominado ¿Piscicultura Río Calcurrupe¿, Reclamación en contra de la invalidación ambiental, Tercero absoluto, Tercero participante","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO (M),Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?hy2i
Rol: 45807-2016,Caratulado: MATURANA CRINO LUIS FERNANDO CON DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACION AMBIENTAL.,Fecha sentencia: 06-07-2017,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Sistema de evaluación de impacto ambiental, Plazo de interposición del recurso, Ampliación del plazo, Derecho ambiental, Agrícola Sichahue Limitada, Artículo 17 n°8 de la ley 20.600, Comisión de Evaluación Ambiental de la Región de Los Ríos, Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Piscicultura, Proyecto denominado ¿Piscicultura Río Calcurrupe¿, Reclamación en contra de la invalidación ambiental, Tercero absoluto, Tercero participante","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FONDO, ANULADA SENTENCIA DE (M)",Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?hyoq
Rol: 67418-2016,Caratulado: VICTOR BARRIA OYARZO CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 03-07-2017,Potestad sancionadora,Legalidad,"Acto administrativo, Control judicial, Fiscalización, Ilegalidad, Normativa ambiental, Potestad sancionadora, Principio preventivo, Procedimiento administrativo sancionador, Programa de cumplimiento, Recurso de casación en el fondo, Superintendencia del medio ambiente (sma), Contaminación, Código sanitario, Derecho administrativo sancionador, Falta de integridad, Ley Organica de la Superintendencia del Medio Ambiente (SMA), Principio precautorio, Requisitos esenciales, Servicios Sanitarios de Los Lagos S.A., Tribunal Ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO (M),Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?emdg
Rol: 47629-2016,Caratulado: COMUNIDAD MAPUCHE SUCESION QUIÑIMIL PIRUL Y OTROS CON COMISION EVALUACION AMBIENTAL VIII REGION,Fecha sentencia: 29-05-2017,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Consulta indígena, Ultra petita, Sistema de evaluación de impacto ambiental, Comunidades indígenas, Resolución de Calificación Ambiental (RCA), Derecho ambiental, Amicus curiae, Artículo 17 n°8 de la ley 20.600, Asociación Indígena Maulén Arauco, Comisión de Evaluación Ambiental de la Región del Biobío, Comunidades Indígenas Sucesión Quiñimil Pirul, Kudawfe Peñi, Chilcoco y Newentuain Pu Peñi, Empresa Arauco y Constitución S.A., Planta Arauco, Proyecto ""Modernización Ampliación Planta Arauco"", Reclamación en contra de la invalidación ambiental, Falta de fundamentos del recurso","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?izet
Rol: 61291-2016,Caratulado: PAMPA CAMARONES S. A. CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 24-04-2017,Potestad sancionadora y fiscalizadora,Medidas provisionales,"Medidas provisionales, Principio de proporcionalidad, Sana crítica, Daño futuro, Superintendencia del medio ambiente (sma), Daño ambiental, Principio precautorio, Servicio nacional de pesca (sernapesca), Derecho ambiental, Arica y Paranicota, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Certeza, Cobre, Daño inminente, Pampa Camarones S.A., Plan Global de Monitoreo y Protección del Chungungo, Planta de Cátodos Pampa Camarones, Punta Madrid, Reclamación en contra de una resolución de la SMA, Riesgo ambiental, Riesgo hipotético, Sanción y fiscalización, Segundo Tribunal Ambiental, Sistema de impulsión de agua de mar (SIAM)","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?dnr0
Rol: 10242-2017,Caratulado: MINERA FLORIDA LIMITADA/ESCUDERO,Fecha sentencia: 10-04-2017,Admisibilidad del recurso de queja,Resoluciones susceptibles de recurso de queja,"Admisibilidad del recurso de queja, Resoluciones susceptibles de recurso de queja","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE RECURSO DE QUEJA,Tipo recurso: (CIVIL) QUEJA,https://juris.pjud.cl/busqueda/u?hy2j
Rol: 47890-2016,"Caratulado: JUSTO MIRANDA VERA, JUAN ANDRES MIRA MILLACHINE CON ILUSTRE MUNICIPALIDAD DE PUERTO NATALES.",Fecha sentencia: 07-03-2017,Daño ambiental,Prescripción,"Falta de servicio, Municipalidad, Prescripción, Presunción de culpa, Residuos domiciliarios, Contaminación, Daño ambiental, Derecho ambiental, Paisaje, Viento, Agravio permanente, Artículo 17 n°2 de la ley 20.600, Artículo 53 de la ley 19.300, Culpa probada, Existencia del daño, Significativo, Suelo, Vegetación, Vertedero Municipal, Bolsas plásticas, Cierre perimetral, Conducción de la escorrentía superficial, Extensión del daño, Fauna silvestre, Impermeabilización de lixiviados, Lixiviados","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO (M),Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?do8g
Rol: 27821-2016,Caratulado: IMPORTADORA Y COMERCIALIZADORA FLOKA LTDA. CON SERVICIO DE EVALUACION AMBIENTAL.,Fecha sentencia: 07-03-2017,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Falta de motivación de la decisión impugnada, Principio de trascendencia, Vicio esencial, Residuos domiciliarios, Vicio de ilegalidad, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Motivaciones contradictorias, Secretaría Regional Ministerial de Salud (SEREMI de Salud), Derecho ambiental, Adenda, Artículo 17 n°5 de la ley 20.600, Artículo 20 de la ley 19.300, Contigencia por malos olores, Declaración de Impacto Ambiental (DIA), Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Disposición y aprovechamiento de materiales residuales, Gases, Olores, Permiso ambiental sectorial 93 (PAS 93 ), Plan de contigencia, Principio de contradicción, Proyecto Mejoras en Planta de Valorización de Materiales, Punto focal de generación de olores, Reclamación del titular en el SEIA, Relleno sanitario, Residuales, Residuos industriales, Riesgo para la salud, Secretaría Regional Ministerial de Medio Ambiente, Sociedad Importadora y Comercializadora Floka Limitada, Valorazación de materiales residuales","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FORMA, ANULADA SENTENCIA DE (M)",Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?s17x
Rol: 97685-2016,Caratulado: COMITE PRO DEFENSA DEL PATRIMONIO HISTORICO DE VIÑA DEL MAR,Fecha sentencia: 15-12-2016,Admisibilidad del recurso de queja,Resoluciones susceptibles de recurso de queja,"Admisibilidad del recurso de queja, Fianza de resultas, Resoluciones susceptibles de recurso de queja, Suspensión de efectos","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE RECURSO DE QUEJA (M),Tipo recurso: (CIVIL) QUEJA,https://juris.pjud.cl/busqueda/u?hy2k
Rol: 17736-2016,Caratulado: EMPRESA NACIONAL DE ELECTRICIDAD S.A. CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 13-12-2016,Potestad sancionadora y fiscalizadora,Multa,"Capacidad económica, Intencionalidad, Multa, Principio de proporcionalidad, Principio preventivo, Superintendencia del medio ambiente (sma), Infracción grave, Ius puniendi estatal, Principio precautorio, Resolución de Calificación Ambiental (RCA), Infracción gravísima, Empresa Nacional de Electricidad S.A. (ENDESA), Derecho ambiental, Acto fundado, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Beneficio económico obtenido, Carácter de sujeto calificado, Conducta anterior del infractor, Considerar culpabilidad del autor en regulación de sanción, Efecto ambiental adverso significativo, Importancia del peligro causado, Obligación de motivar o fundamentar, Operación sin contar con una Resolución de Calificación Ambiental, Optimización Central Termoeléctrica Bocamina Segunda Unidad, Reclamación en contra de una resolución de la SMA, Riesgo ambiental no materializado, Sanción y fiscalización, Tercer Tribunal Ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?gu7h
Rol: 17736-2016,Caratulado: EMPRESA NACIONAL DE ELECTRICIDAD S.A. CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 13-12-2016,Potestad sancionadora y fiscalizadora,Multa,"Discrecionalidad, Intencionalidad, Multa, Principio de proporcionalidad, Superintendencia del medio ambiente (sma), Resolución de Calificación Ambiental (RCA), Empresa Nacional de Electricidad S.A. (ENDESA), Circunstancias agravantes, Derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Circunstancias atenuantes, Circunstancias cualitativas, Circunstancias cuantitativas, Grado de Participación, Optimización Central Termoeléctrica Bocamina Segunda Unidad, Reclamación en contra de una resolución de la SMA, Sanción y fiscalización, Tercer Tribunal Ambiental","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FONDO, ANULADA SENTENCIA DE (M)",Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?dqjs
Rol: 5328-2016,Caratulado: EMPRESA NACIONAL DE ELECTRICIDAD S.A. CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 20-09-2016,Acto administrativo,Impugnabilidad,"Acto trámite, Procedimiento administrativo, Resolución exenta, Revocación, Ultra petita, Superintendencia del medio ambiente (sma), Derecho al debido proceso, Derecho de defensa, Testigos, Empresa Nacional de Electricidad S.A. (ENDESA), Coronel, Derecho ambiental, Inadmisible, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Bocamina, Exclusión de pruebas, Improcedente, Inconducente, Innecesaria, Reclamación ante Tribunal Ambiental, Reclamación en contra de una resolución de la SMA, Sanción y fiscalización, Tercer Tribunal Ambiental de Valdivia","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN FORMA Y FONDO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?f3c9
Rol: 19302-2016,Caratulado: SANCHEZ PEREZ SANDRA Y OTROS CON DIRECTOR EJECUTIVO DE EVALUACION AMBIENTAL .*,Fecha sentencia: 13-09-2016,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Competencia, Normas reguladoras de la prueba, Servicio de evaluación ambiental (SEA), Silencio administrativo negativo, Sistema de Evaluación de Impacto Ambiental (SEIA), Tribunal Ambiental, Derecho ambiental, Artículo 17 n°6 de la ley 20.600, Artículo 30 bis de la ley 19.300, Derecho de opción a la vía administrativa o de la vía judicial, Empresa de Ferrocarriles del Estado (EFE), Inhibición del conocimiento, Participación ciudadana, Reclamación de participación ciudadana en el SEIA","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FONDO, ANULADA SENTENCIA DE (M)",Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?hy2l
Rol: 19302-2016,Caratulado: SANCHEZ PEREZ SANDRA Y OTROS CON DIRECTOR EJECUTIVO DE EVALUACION AMBIENTAL .*,Fecha sentencia: 13-09-2016,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Competencia, Normas reguladoras de la prueba, Servicio de evaluación ambiental (SEA), Silencio administrativo negativo, Sistema de Evaluación de Impacto Ambiental (SEIA), Tribunal Ambiental, Derecho ambiental, Artículo 17 n°6 de la ley 20.600, Artículo 30 bis de la ley 19.300, Derecho de opción a la vía administrativa o de la vía judicial, Empresa de Ferrocarriles del Estado (EFE), Inhibición del conocimiento, Participación ciudadana, Reclamación de participación ciudadana en el SEIA","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?hy2m
Rol: 18325-2016,Caratulado: EMPRESA DE LOS FERROCARRILES.*,Fecha sentencia: 13-09-2016,Daño ambiental,Características del daño,Derecho ambiental,"Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: DESECHA RECURSO DE QUEJA (M),Tipo recurso: (CIVIL) QUEJA,https://juris.pjud.cl/busqueda/u?hy2n
Rol: 1562-2016,Caratulado: AGUAS ARAUCANIA S.A. CON SERVICIO DE EVALUACION AMBIENTAL.,Fecha sentencia: 07-09-2016,Potestad sancionadora y fiscalizadora,Multa,"Caducidad, Decaimiento del procedimiento administrativo, Decisiones contradictorias, Multa, Principio conclusivo, Principio de congruencia, Servicio de evaluación ambiental (SEA), Ultra petita, Principio de celeridad, Principio de inexcusabilidad, Aguas Araucanía S.A, Dirección Ejecutiva del Servicio de Evaluación Ambiental, Término del procedimiento administrativo, Vicio de legalidad, Freire, Derecho ambiental, Artículo 60 de la ley 19.300 previa modificación ley 20.417, Artículo 64 de la ley 19.300 previa modificación ley 20.417, Caducidad de la facultad de fiscalizar y sancionar, Cumplimiento simultáneo, Pitrufquén, Puente salinas, Reclamación en contra de una sanción COREMA/CONAMA, Río Donguil, Sanción y fiscalización, Sistema de tratamiento de aguas servidas, Sistema de tratamiento de aguas servidas Chol-Chol","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FONDO, ANULADA SENTENCIA DE (M)",Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?g27h
Rol: 1562-2016,Caratulado: AGUAS ARAUCANIA S.A. CON SERVICIO DE EVALUACION AMBIENTAL.,Fecha sentencia: 07-09-2016,Potestad sancionadora y fiscalizadora,Multa,"Caducidad, Decaimiento del procedimiento administrativo, Multa, Principio conclusivo, Servicio de evaluación ambiental (SEA), Silencio administrativo, Principio de celeridad, Aguas Araucanía S.A, Decaimiento, Término del procedimiento administrativo, Freire, Derecho ambiental, Artículo 60 de la ley 19.300 previa modificación ley 20.417, Artículo 64 de la ley 19.300 previa modificación ley 20.417, Pitrufquén, Puente salinas, Reclamación en contra de una sanción COREMA/CONAMA, Río Donguil, Sanción y fiscalización, Sistema de tratamiento de aguas servidas, Sistema de tratamiento de aguas servidas Chol-Chol","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?h912
Rol: 16263-2015,Caratulado: JUNTA DE VECINOS N°11 MAITENCILLO NORTE CON SERVICIO DE EVALUACION AMBIENTAL DE LA QUINTA REGION DE VALPARAISO.,Fecha sentencia: 16-08-2016,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Junta de vecinos, Legitimación activa, Servicio de evaluación ambiental (SEA), Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Tribunal Ambiental, Proyecto inmobiliario, Derecho ambiental, Artículo 17 n°8 de la ley 20.600, Comisión de Evaluación de la Quinta Región, Invalidación facultad, Invalidación impropia, Maitencillo, Reclamación en contra de la invalidación ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?g66r
Rol: 16263-2015,Caratulado: JUNTA DE VECINOS N°11 MAITENCILLO NORTE CON SERVICIO DE EVALUACION AMBIENTAL DE LA QUINTA REGION DE VALPARAISO.,Fecha sentencia: 16-08-2016,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Competencia, Junta de vecinos, Servicio de evaluación ambiental (SEA), Falta de fundamentación de la sentencia, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Tribunal Ambiental, Motivaciones contradictorias, Proyecto inmobiliario, Derecho ambiental, Artículo 17 n°8 de la ley 20.600, Comisión de Evaluación de la Quinta Región, Reclamación en contra de la invalidación ambiental","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FORMA, ANULADA SENTENCIA DE (M)",Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?hy2o
